# 3000 most frequent characters from Wenlin application
#Simplified	Traditional	Pinyin	Meaning
惮	憚	dàn	(书) fear, dread	
侥	僥	jiǎo	fortunate, lucky   [yáo] 僬侥 Jiāo Yáo	
碘		diǎn	iodine (I); 碘酒 tincture of iodine	
逍		xiāo	逍遥 xiāoyáo at ease, unrestrained	
铛	鐺	dāng	铃铛 língdang small bell  [chēng] shallow pan	
隘		ài	隘口 àikǒu mountain pass  [è]	
釜		fǔ	a kind of ancient cauldron	
芥		jiè	mustard; 芥子园画谱  [gài] 芥蓝 gàilán cabbage mustard	
蜕	蛻	tuì	蜕化 tuìhuà slough off, exuviate; degenerate  [yuè]	
韬	韜	tāo	sheath, bow case; conceal; art of war	
蚯		qiū	蚯蚓 qiūyǐn earthworm	
韭		jiǔ	fragrant-flowered garlic, Chinese chives	
饪	飪	rèn	烹饪 pēngrèn to cook food	
蚓		yǐn	蚯蚓 qiūyǐn earthworm	
饷	餉	xiǎng	(书) entertain, provide food for; (archaic:) pay	
虞		yú	(书) prediction; anxiety; deceive	
搀	攙	chān	pierce, insert, put in, mix; recommend, assist, support	
肇		zhào	begin	
簧		huáng	(弹簧 tánhuáng) spring (mechanical device)	
箩	籮	luó	箩筐 large basket  [luo] 笸箩 pǒluo shallow basket	
黝		yǒu	black, dark  [yī]	
盹		dǔn	nap  [zhūn]	
燎		liáo	burn  [liǎo] singe  [liào]	
溺		nì	drown; be addicted       [niào] (=尿)  [ruò]	
呛	嗆	qiāng	choke  [qiàng] irritate	
晖	暉	huī	(variant of 辉 huī 'shine')	
蚁	蟻	yǐ	蚂蚁 mǎyǐ ant	
捻		niǎn	twist with the fingers  [niē] [niān]	
憔		qiáo	憔悴 qiáocuì wan and sallow; withered	
悸		jì	palpitate with terror; 心有余悸 have lingering fear	
哺		bǔ	哺乳 bǔrǔ breast-feed, nurse; 哺育 bǔyù feed; nurture  [bū] [fǔ]	
溉		gài	灌溉 guàngài irrigate  [xiè]	
哽		gěng	choke on food; choke with grief/sobs  [yǐng] [yìng] [ńg] [ń]	
喔		ō	Oh  [wō] 喔喔喔 cock-a-doodle-doo  [wū] [o]	
饵	餌	ěr	pastry; bait	
帚		zhǒu	扫帚 sàozhou broom	
铬	鉻	gè	chromium (Cr)	
嗤		chī	sneer	
圃		pǔ	garden	
坞	塢	wù	bank; low wall; entrenchment	
垢		gòu	filth	
赳		jiū	赳赳 jiūjiū valiant, gallant  [jiù]	
诅	詛	zǔ	诅咒 zǔzhòu swear, curse; 诅盟 zǔméng vow, oath	
奄		yǎn	cover; suddenly  [yān] (=阉) (=淹)	
莺	鶯	yīng	warbler; oriole	
茧	繭	jiǎn	cocoon; callus  [chóng]	
娼		chāng	娼妓 chāngjì prostitute	
篡		cuàn	(篡夺 cuànduó) usurp; 篡改 cuàngǎi alter, tamper with	
笆		bā	笆斗 bādǒu round-bottomed basket; 篱笆 bamboo fence	
稠		chóu	thick; dense  [tiáo] [diào]	
皑	皚	ái	(书) pure white (describes snow)	
庇		bì	shelter, shield, protect  [pí] [pǐ]	
忖		cǔn	忖度 cǔnduó speculate, conjecture, surmise	
梵		fàn	Buddhist; 梵文 Fànwén Sanskrit	
忱		chén	sincere feeling  [dàn]	
悖		bèi	(书) contrary; perverse; 悖谬 (书) absurd  [běi]	
懵		měng	dull, stupid  [mèng]	
抉		jué	(抉择 juézé) (书) pick, choose	
噬		shì	bite; ䷔噬嗑	
嗣		sì	inherit, succeed; heir, descendant	
捋		lǚ	stroke, smooth out with the fingers   [luō] rub one's palm along	
凋		diāo	wither; 凋谢 diāoxiè wither and fall; die of old age	
冗		rǒng	superfluous; full of trivial details	
斐		fěi	斐然 fěirán brilliant (literature); 斐济 Fěijì Fiji	
昙	曇	tán	covered with clouds; 昙花 broad-leaved epiphyllum  [yù]	
鲸	鯨	jīng	(鲸鱼) whale	
曳		yè	drag, haul	
霹		pī	霹雳 pīlì thunderbolt; 晴天霹雳 bolt from the blue	
榆		yú	榆树 yúshù elm	
樵		qiáo	firewood; 樵姑 qiáogū girl who gathers wood	
蜷(=􁢵卷𨤖巻𠨟) (?𢀻) [quán] [juǎn] (Unihan:) creep like worm, curl one's body				
腌		yān	preserve in salt; pickle    [ā] [āng]	
紊		wěn	紊乱 wěnluàn disorder, confusion, chaos  [wèn]	
猝		cù	sudden; 猝然 cùrán suddenly; 猝不及防 be taken by surprise	
瞿		Qú	(surname)   [jù] startled  [jí]	
癖		pǐ	craving; dyspepsic	
炳		bǐng	(书) bright, splendid	
碴		chá	be cut (by broken glass etc.)  [chā] 胡子拉碴	
曦		xī	(书) sunlight	
禀	稟	bǐng	report to superior; petition; receive	
怵		chù	fear; 怵惕 chùtì feel apprehensive  [xù]	
绎	繹	yì	(书) unravel; 络绎不绝 endless stream	
绢	絹	juàn	thin, tough silk	
冽		liè	cold; clear	
缨	纓	yīng	tassel; ribbon	
兀		wù	(书) towering; bald	
翌		yì	(书) next; 翌日 the next day	
倩		qiàn	beautiful; ask a favor  [qìng]	
佯		yáng	pretend, fake; 佯笑 pretend to laugh	
亟		jí	urgently   [qì]	
脯		pú	胸脯 xiōngpú chest  [fǔ] dried meat; preserved fruit	
鹃	鵑	juān	杜鹃 dùjuān cuckoo (bird); azalea (plant)	
鸥	鷗	ōu	海鸥 hǎi'ōu seagull	
舔		tiǎn	lick  [tān]	
霆		tíng	(雷霆 léitíng) thunderbolt	
雳	靂	lì	霹雳 pīlì thunderbolt; 晴天霹雳 bolt from the blue	
阪(S坂) [bǎn] slope; rugged and barren place				
菠		bō	菠菜 bōcài spinach; 菠萝 bōluó pineapple	
钊	釗	zhāo	encourage, spur, exhort	
蚂	螞	mǎ	蚂蚁 mǎyǐ ant  [mà] 蚂蚱 màzha locust  [mā] 蚂螂	
蜒		yán	蜿蜒 wānyán wriggle; meander; 蚰蜒 yóuyán centipede  [yàn] [dàn]	
蜗	蝸	wō	蜗牛 wōniú snail	
谆	諄	zhūn	谆谆 zhūnzhūn earnestly and tirelessly	
簌		sù	a fine sieve; to sift	
赂	賂	lù	贿赂 huìlù bribe	
癞	癩	lài	leprosy	
赦		shè	to pardon; amnesty  [cè]	
痪	瘓	huàn	sick, ailing; 瘫痪 tānhuàn paralysis; 痪病 palsy  [tuǎn]	
跄	蹌	qiàng	踉跄 liàngqiàng stagger   [qiāng]	
踉		liàng	踉跄 liàngqiàng stagger   [liáng] [láng] [làng]	
琶		pá	[pa] 琵琶 pípa pipa, kind of musical instrument	
琵		pí	琵琶 pípa pipa, kind of musical instrument	
迦		jiā	(used in proper names)  [xiè]	
邱		qiū	(variant of 丘 qiū 'mound'); Surname	
酶		méi	enzyme; ferment	
斡		wò	斡旋 wòxuán mediate; good offices  [guǎn]	
搔		sāo	scratch  [sào]	
镍	鎳	niè	nickel (Ni)	
嫦		Cháng	嫦娥 Cháng'é Goddess of the moon	
妾		qiè	concubine	
嘈		cáo	嘈杂 cáozá noisy  [cāo] 嘈嘈	
喳		chā	喳喳 chācha whisper  [zhā] 喳喳 zhāzhā bird chatter  [zha]	
咦		yí	(interj.) well, why  [xī]	
匍		pú	匍匐 púfú crawl, creep; lie flat	
麓		lù	(山麓 shānlù) foot of a hill or mountain	
骥	驥	jì	thoroughbred horse; virtuous person	
侬	儂	nóng	(dialect:) you; (poetry:) I	
倪		ní	端倪 duānní clue; (surname)  [nì] [niè]	
踞		jù	crouch, squat; sit	
跷	蹺	qiāo	lift a leg or finger; on tiptoe; stilts	
冕		miǎn	crown	
剃		tì	shave	
匡		kuāng	rectify; (surname)  [wāng]
卉		huì	grass; 花卉 huāhuì ornamental plants
厥		jué	faint, lose consciousness
叼		diāo	to hold in the mouth
吆		yāo	吆喝 yāohe cry out, shout
咂		zā	sip, taste
咛	嚀	níng	叮咛 warn
啜		chuò	sip, suck; (啜泣 chuòqì) sob  [zhuó] [chuài]
瞌		kē	瞌睡 kēshuì sleepy
炽	熾	[chì	炽热 chìrè red-hot, blazing
嚓		chā	(喀嚓 kāchā) crack, snap  [cā] (嚓嚓 cācā) screech
涓		juān	tiny stream, streamlet; pure, clean; select  [yuàn] [xuàn]
墟		xū	废墟 fèixū ruins
壕		háo	moat, trench
夥		huǒ	many, much; (used in place of 伙)
嫖		piáo	visit prostitutes  [piào] [biāo]
壑		hè	ravine, gully; big pool  [huò]
塾		shú	私塾 sīshú old-style private school
峪		yù	valley, ravine
噤		jìn	keep silent; shiver
巅	巔	diān	mountain peak, summit
帛		bó	silks
鹊	鵲	què	喜鹊 xǐque magpie
驮	馱	tuó	carry on the back  [duò] 驮子 duòzi pack animal's load
陨	隕	yǔn	陨石 yǔnshí aerolite, stony meteorite; 陨星 meteorite
锨	杴	xiān	shovel
怆	愴	chuàng	(书) sorrowful
锚	錨	máo	anchor
邂		xiè	meet unexpectedly
拚		pīn	( = 拼)  [pàn] abandon  [biàn] [fèn] [fān]
贻	貽	yí	(书) hand down, bequeath; give, present
捶		chuí	beat, thump, pound  [duǒ]
豌		wān	豌豆 wāndòu pea
蛰	蟄	zhé	to hibernate; 惊蟄 Waking of Insects
晦		huì	last day of a lunar month; dark, obscure; night
缪	繆	Miào	(surname)  [móu] 未雨绸缪  [miù] 纰缪
暧	曖	ài	暧昧 àimèi ambiguous; shady; dubious
橘		jú	(橘子 júzi) tangerine (also written 桔 jú)
猩		xīng	猩猩 xīngxing orangutan; 黑猩猩 chimpanzee
沽		gū	buy  [gǔ]
熠		yì	熠熠 yìyì glistening, bright
殡	殯	bìn	put a corpse in the coffin
槟	檳	bīng	槟榔 bīnglang betel-nut tree  [bīn] 槟子 bīnzi
淳		chún	淳朴 chúnpǔ honest, simple, unsophisticated  [zhūn] [zhǔn]
摹		mó	copy; trace  [mō]
姣		jiāo	handsome, beautiful  [jiǎo] [xiáo]
炖		dùn	to stew; warm sth. by putting container in hot water  [tún] wind & fire; red
噗		pū	(sound:) puff
啻		chì	(書) only; 不啻 bùchì not less than; as good as; not only  [dì]
烬	燼	jìn	cinder; 灰烬 cinders, ashes
咆		páo	咆哮 páoxiào roar
烷		wán	alkane; 甲烷 methane; 乙烷 ethane; 丙烷 propane
卯		mǎo	fourth 地支 Earthly Branch; mortise
牒		dié	official note, certificate
猾		huá	狡猾 jiǎohuá treacherous, cunning
琉		liú	琉璃 liúli colored glaze; 琉璃瓦 liúliwǎ glazed tile
璧		bì	round flat piece of jade with hole in middle
霏		fēi	霏霏 fēifēi (of rain/snow/sleet:) fall thick and fast
疵		cī	疵点 cīdiǎn flaw, fault, defect  [zī] [zhài] [jì]
瘟		wēn	acute communicable diseases; plague; 瘟疫 wēnyì pestilence  [wò] [yūn]
蹒	蹣	pán	蹒跚 limp, hobble (also written 盘跚)
矜		jīn	(哀矜) take pity on; (骄矜) arrogant  [guān] 矜寡  [qín]
磐		pán	磐石 huge rock
祠		cí	ancestral temple  [sì]
禧		xǐ	happiness; 恭贺新禧 Happy New Year  [xī]
箍		gū	hoop; 金箍棒 jīngūbàng Sūn Wùkōng's weapon
罹		lí	(書) suffer from
竣		jùn	complete, finish
缄	緘	jiān	
缰	韁	jiāng	缰绳 jiāngsheng reins, halter
楝		liàn	楝树 liànshù chinaberry
翡		fěi	翡翠 fěicuì jadeite; halcyon
梆		bāng	clapper
肮	骯	āng	肮脏 āngzang dirty, filthy  [háng] [gāng]
掸	撣	dǎn	brush lightly, dust
腆		tiǎn	thick, abundant; (腼腆 miǎntian) shy
舜		Shùn	name of a legendary Chinese monarch
嗝		gé	belch; hiccup  [gě] 嗝儿了 die
馏	餾	liú	蒸馏 zhēngliú distillation  [liù] to heat in steamer
闰	閏	rùn	intercalary; 闰年 rùnnián leap year
锹	鍬	qiāo	spade, shovel
诛	誅	zhū	punish; put to death
谛	諦	dì	真谛 zhēndì true meaning
赁	賃	lìn	to rent or hire
跛		bǒ	(跛脚)lame  [bì] (跛踬) stumble  [pō]
跺		duò	stamp one's foot
蹩		bié	sprain (ankle, wrist); 蹩脚 biéjiǎo inferior, shoddy
辄	輒	zhé	sides of a carriage box
遁		dùn	䷠ Retreat  [qūn] [xún]
羔		gāo	羊羔 yánggāo lamb
邑		yì	city; 采邑 càiyì fief; 通都大邑 tōngdū-dàyì metropolis  [è]
邢		gěng xíng	(=􁆍郉) (!那) (Unihan:) surname; state in today's Hebei
醺		xūn	tipsy, drunk
糯		nuò	糯米 nuòmǐ glutinous rice
钗	釵	chāi	hairpin
钙	鈣	gài	calcium (Ca)
钠	鈉	nà	sodium (Na)
砾	礫	lì	砾石 lìshí gravel; 瓦砾 wǎlì rubble
铿	鏗	kēng	(sound:) clang, clatter
痹		bì	麻痹 mábì paralysis
镑	鎊	bàng	pound (currency)
涝	澇	lào	waterlog
阜		fù	mound, hill; abundant; (radical 170, 阝 on LEFT side) (cf. 邑)
隋		Suí	Sui Dynasty (581-618)  [duò] [tuǒ] [tuō]
雯		wén	clouds that form decorative patterns
骋	騁	chěng	驰骋 chíchěng (书) gallop
戍		shù	defend, garrison
恙		yàng	(書) illness
徕	徠	lái	招徕 zhāolái solicit, canvass
鼾		hān	(打鼾 dǎhān) snore
嫣		yān	handsome, beautiful; 嫣红 bright red
堑	塹	qiàn	moat, chasm; 堑壕 qiànháo trench
俑		yǒng	figurine buried with dead in ancient tomb
匕		bǐ	匕首 bǐshǒu dagger  [pìn]
俸		fèng	pay, salary  [běng]
唁		yàn	to extend condolences
髻		jì	髮髻 fàjì hair worn in a bun or coil  [jié]
唆		suō	make mischief, intrigue, excite  [shuà]
啧	嘖	zé	tongue-click; dispute
啬	嗇	sè	stingy, miserly
喽	嘍	lou	(spoken, in suggestion or anticipation) [lóu] 喽罗 outlaw rank and file; lackey
噙		qín	to hold in the mouth or the eyes
蹂		róu	蹂躏 róulìn trample on; devastate  [rǒu]
赈	賑	zhèn	relieve, aid; 赈款 zhènkuǎn relief fund
诣	詣	yì	visit, go to; attainments
蘑		mó	(蘑菇 mógu) mushroom
娩		miǎn	childbirth  [wǎn] (=婉)  [wèn]
岌		jí	lofty, towering (mountain); 岌岌 jíjí precarious
帧	幀	zhēn	(量): 一帧油画 an oil painting; 帧频 frame frequency
糜		méi	糜子 méizi broom corn millet  [mí] gruel; 糜烂 rotten
徙		xǐ	迁徙 qiānxǐ move, migrate  [sī]
怦		pēng	(sound of heartbeat)
恸	慟	tòng	哀恸 āitòng profoundly sorrowful
恿		yǒng	怂恿 sǒngyǒng incite, instigate  [tōng]
瑙		nǎo	玛瑙 mǎnǎo agate
惴		zhuì	惴惴 zhuìzhuì anxious  [chuǎn] [guà]
抿		mǐn	to smooth with a wet brush; close, furl, tuck; sip
拗		ǎo	bend & break  [ào] 拗口令 tongue-twister  [niù] stubborn  [yù]
掣		chè	pull, tug; draw
汕		Shàn	(汕头) port of Swatow  [shuàn]
暨		jì	and; up to, until  [jiè]
岖	嶇	qū	崎岖 qíqū rugged
屹		yì	屹立 stand tall as a mountain  [gē]
撅		juē	stick up; break; attack  [juè] [jué] [guì]
圭		guī	jade tablet used as sceptre by ancient feudal lords
杈		chà	branch of a tree  [chā] wooden fork; pitchfork
嗖		sōu	(sound:) whiz  [sù] [sòu]
栈	棧	zhàn	shed; carriage box; hearse
榷		què	商榷 shāngquè discuss
黏		nián	sticky
鳄	鱷	è	鳄鱼 crocodile, alligator
骏	駿	jùn	骏马 good, fast horse
沏		qī	infuse  [qiè]
褶		zhě	pleat, crease  [dié] [xí]
蝗		huáng	locust
蛀		zhù	eat into, bore through; (蛀虫 zhùchóng) moth etc.
淅		xī	(书) wash rice
芋		yù	taro  [yú] [xū] [yǔ]
溥		pǔ	broad; vast; common; universal  [fū] [bù] [bó] [pò]
脓	膿	nóng	pus
漩		[xuán] [xuàn] (=㳬)(Unihan:) eddy, whirlpool	
炬		jù	torch
烽		fēng	beacon; 烽火 beacon-fire; flames of war
箫	簫	xiāo	flute
砚	硯	yàn	inkstone
獗		jué	猖獗 chāngjué be rampant, run wild
瑚		hú	珊瑚 shānhú coral
灸		jiǔ	针灸 zhēnjiǔ acupuncture and moxibustion
湍		tuān	湍急 tuānjí rapid, swift (current)  [zhuān]
瑜		yú	瑜伽 yújiā Yoga
甄		zhēn	discriminate, distinguish  [zhèn] [juàn]
毓		yù	to feed, to rear
畸		jī	畸形 jīxíng deformity, malformation  [qí]
椿		chūn	(香椿) Chinese toon; (臭椿) tree of heaven
盅		zhōng	a cup without a handle  [chōng]
眈		dān	眈眈 dāndān staring, gazing; 虎视眈眈 eye covetously  [chěn]
瞟		piǎo	glance sideways at  [piào] [piāo]
恺	愷	kǎi	joyful
窿		lóng	窟窿 kūlong hole; cavity; deficit, debit
笺	箋	jiān	writing paper; letter; note
埂		gěng	田埂 tiángěng ridge between fields
垣		yuán	wall
绮	綺	qǐ	woven silk; (绮丽 qílì) beautiful
绯	緋	fēi	绯红 bright red, crimson
唧		jī	squirt; 哼唧 hēngji mumble  [jié]
哒	噠	Dā	(name of an ancient country); giddap!
罄		qìng	use up, exhaust
耷		dā	(书) big-eared; 耷拉 dāla droop, hang down  [zhé]
膳		shàn	food, imperial meal
茴		huí	茴香 huíxiāng fennel; aniseed
豚		tún	young pig; 海豚 hǎitún dolphin; 豚鼠 túnshǔ guinea pig  [dūn] [dùn]
蕊		ruǐ	(雄蕊 xióngruǐ) stamen; (雌蕊 círuǐ) pistil  [juǎn]
蠕		rú	蠕虫 rúchóng worm; 蠕动 rúdòng squirm, wriggle
蝎		xiē	蝎子 xiēzi scorpion  [hé]
薇		wēi	蔷薇 qiángwēi rose
蛐		qū	earthworm; 蛐蛐儿 qūqur cricket
茁		zhuó	(茁长 zhuózhǎng) luxuriate; appear, emerge; 茁壮 zhuózhuàng sturdy  [zhú]
螂		láng	螳螂 tángláng praying mantis; 蟑螂 zhānglang cockroach
舀		yǎo	ladle, bale out
衅	釁	xìn	quarrel, dispute
褥		rù	cotton-padded mattress; 被褥 bèirù bedding  [nù]
泾	涇	Jīng	泾河 (name of a river)
檬		méng	柠檬 níngméng lemon
檀		tán	(檀香) sandalwood; 檀香扇 sandalwood fan  [shàn]
樟		zhāng	樟脑 zhāngnǎo camphor
豺		chái	jackal; 豺狼 cháiláng jackals and wolves
貂		diāo	marten
柠	檸	níng	柠檬 níngméng lemon  [chǔ] [zhù]
捱		ái	(=挨) suffer; delay  [āi]
辕	轅	yuán	shafts of cart, neap (tongue of a wagon drawn by a pair of draft animals), yamen
嶙		lín	嶙峋 línxún jagged, rugged  [lǐn]
鄂		È	(surname); ( = 湖北 Hubei province)
喑		yīn	silent, mute  [yǐn] [yìn]
酚		fēn	phenol; 酚醛 phenolic aldehyde
呸		pēi	(exclamation) bah! pooh!
叱		chì	(书) shout at; 叱咤风云 all powerful  [huà] [é]
钴	鈷	gǔ	cobalt (Co)
铮	錚	zhēng	ancient soldiers' bell-shaped instrument  [zhèng]
骡	騾	luó	(骡子 luózi) mule
阕	闋	què	(measure word for music); cease
陛		bì	陛下 bìxià Your Majesty
闵	閔	Mǐn	(surname)
霭	靄	ǎi	(书) mist, haze
钵	缽	bō	alms bowl
釉		yòu	glaze
酉		yǒu	tenth of twelve 地支; (component: 'wine vessel')
骼		gé	骨骼 gǔgé skeleton
踮		diǎn	to stand on tiptoe
鲫	鯽	jì	carp
蛾		é	(飞蛾 fēi'é) moth  [yǐ]
藕		ǒu	edible rootstock of lotus
臊		sāo	smell of urine; foul smell  [sào] shy, bashful
俟		sì	(书) await  [qí] 万俟 Mòqí (surname)
盂		yú	broad-mouthed jar; 痰盂 tányú spittoon
皿		mǐn	器皿 qìmǐn household utensils  [mǐng]
痊		quán	(痊愈 quányù) recover from an illness
匐		fú	匍匐 púfú crawl, creep; lie flat
甬		yǒng	another name for Ningbo; 甬道 yǒngdào path, corridor  [dòng]
吮		shǔn	suck
咔		kā	咔嚓 kāchā snap; 咔哒 kādā click  [kǎ] 咔叽 kǎjī khaki  [nòng]
嗬		hē	oh, ah
棣		dì	(书) younger brother; 唐棣 bush cherry; white poplar  [tì] [dài]
摒		bìng	get rid of; dismiss
囤		dùn	grain bin  [tún] store up; hoard
憩		qì	休憩 xiūqì take a rest
徜		cháng	徜徉 chángyáng (书) wander about unhurriedly
岱		dài	a sacred mountain in 山东
坂	阪	bǎn	slope; rugged and barren place
孀		shuāng	(孤孀 gūshuāng, 孀婺 shuāngwù) widow
呓	囈	yì	呓语 talk in one's sleep
孑		jié	(书) lonely; 孑孓 jiéjué wiggler
孚		fú	inspire confidence in somebody; 中孚 ䷼ Inner Truth
孺		rú	child
寮		liáo	hut
巳		sì	The 6th of the 12 地支 Earthly Branches  [yǐ]
幌		huǎng	幌子 huǎngzi shop sign, signboard; pretence
幔		màn	curtain
陲		chuí	(书) frontiers, borders
谩	謾	mán	deceive  [màn] disrespectful
戮		lù	kill, slaughter
蜈		wú	蜈蚣 wúgōng centipede
蚣		gōng	蜈蚣 wúgōng centipede  [zhōng]
撬		qiào	to pry open
撵	攆	niǎn	expel
茜		qiàn	alizarin red; madder  [xī] (used in people's names)
茉		mò	茉莉 mòli jasmine
札		zhá	strips of wood for writing on; 札记 zhájì reading notes  [yà]
竽		yú	an ancient musical wind instrument
枷		jiā	cangue; 枷锁 jiāsuǒ yoke, chains, shackles  [jià]
柑		gān	柑橘 gānjú citrus; 柑子 gānzi Mandarin orange  [qián]
桓		Huán	(surname)
砺	礪	lì	whetstone; sharpen
梓		zǐ	Chinese catalpa; cut blocks for printing; 梓里 home town
椰		yē	coconut palm; 椰子 coconut
楔		xiē	楔子 wedge; prologue
痉	痙	jìng	痉挛 jìngluán spasm, convulsions
湮		yān	(湮没 yānmò) fall into oblivion  [yīn] (=洇)
毗		pí	(毗连 pílián) adjoin, be adjacent to
弼		bì	(书) assist
嘹		liáo	嘹亮 liáoliàng resonant; loud and clear  [liào]
煜		yù	(熠煜) shine; 煜煜 dazzling; 煜熠 bright
狞	獰	níng	狞笑 grin hideously; 狰狞 zhēngníng ferocious
狰	猙	zhēng	狰狞 zhēngníng ferocious, savage, hideous
瑕		xiá	flaw (in piece of jade or in general)
町		tǐng	(书) boundary of a field  [dīng] (in place name)  [tīng] [zhèng] [tiǎn]
疴	痾	kē	illness    [ē] [qià]
疹		zhěn	rash  [chèn]
痔		zhì	痔疮 haemorrhoids, piles
遨		áo	遨游 áoyóu roam, travel
蹑	躡	niè	walk on tiptoe; tread; walk with
赡	贍	shàn	赡养 shànyǎng support, provide for
讣	訃	fù	obituary
盎	àng		盎然 àngrán overflowing
蟋		xī	蟋蟀 xīshuài cricket
蟀		shuài	蟋蟀 xīshuài cricket
荃		quán	a fragrant herb mentioned in old books  [chuò]
芡		qiàn	Gorgon euryale (an aquatic plant); 芡粉 cooking starch
秸		jiē	秫秸 shújiē sorghum stalk  [jí]
秆	稈	gǎn	stalk, stem
缮	繕	shàn	write out, copy
睾		gāo	睾丸 gāowán testicle  [hào]
翎		líng	翎毛 língmáo plume; 翎子 tail feather worn on hat
胯		kuà	hip  [kuǎ]
胺		àn	amine  [è]
臼		jiù	mortar; joint
氤		yīn	氤氲 yīnyūn thick (mist or smoke)  [yán]
苇	葦	wěi	reed
樽		zūn	ancient wine vessel
荚	莢	jiá	pod
莅	蒞	lì	(莅临 lìlín) arrive, be present
蒿		hāo	wormwood, artemisia; 茼蒿 tónghāo crowndaisy chrysanthemum  [gǎo]
薰		xūn	fragrance of flowers; (=熏) sweet grass
蘸		zhàn	dip in (ink, sauce, etc)
妪	嫗	yù	(老妪 lǎoyù) (书) old woman
妍		yán	beautiful
蛆		jū	蝍蛆 jiéjū centipede; cricket   [qū] maggot
壬		rén	Ninth of the ten heavenly stems (天干)
噔		dēng	thump, thud; 咯噔 gēdēng click
佃		diàn	rent land; 佃户 diànhù tenant farmer  [tián]
鬃		zōng	鬃毛 zōngmáo hair on neck of pig, horse, etc.
褛	褸	lǚ	褴褛 lánlǚ ragged, shabby
讫	訖	qì	completed
锭	錠	dìng	锭子 dìngzi spindle; 钢锭 gāngdìng steel ingot
谗	讒	chán	false words; flatter; slander
谚	諺	yàn	谚语 yànyǔ proverb, common saying
赧		nǎn	blushing
逑		qiú	to collect; to mate, to match; spouse
辘	轆	lù	辘轳 lùlu windlass, winch
诟	詬	gòu	shame; revile
遛		liù	saunter, stroll; fill (crevice etc.)  [liú] 逗遛  [liū] (=溜)
